País,Puntuación,Fecha
Etiopía,1055.36,17-10-2025
"Hong Kong, China",1052.54,17-10-2025
Islas Salomón,1045.58,17-10-2025
Nueva Caledonia,1042.62,17-10-2025
San Cristóbal y Nieves,1041.53,17-10-2025
Yemen,1040.13,17-10-2025
Guyana,1037.34,17-10-2025
Fiyi,1035.11,17-10-2025
Singapur,1030.49,17-10-2025
Moldavia,1020.2,17-10-2025
Puerto Rico,1020.07,17-10-2025
Tahití,1019.04,17-10-2025
Esuatini,1010.52,17-10-2025
Antigua y Barbuda,992.38,17-10-2025
Vanuatu,991.59,17-10-2025
Afganistán,991.19,17-10-2025
Myanmar,990.81,17-10-2025
Santa Lucía,990.69,17-10-2025
Granada,986.48,17-10-2025
Malta,979.18,17-10-2025
Sudán del Sur,978.7,17-10-2025
Bermudas,976.75,17-10-2025
Cuba,975.34,17-10-2025
Papúa Nueva Guinea,969.17,17-10-2025
San Vicente y las Granadinas,962.43,17-10-2025
Andorra,955.1,17-10-2025
Maldivas,954.53,17-10-2025
Chinese Taipei,947.64,17-10-2025
Barbados,919.97,17-10-2025
Montserrat,916.75,17-10-2025
Mauricio,915.51,17-10-2025
Chad,913.87,17-10-2025
Camboya,910.21,17-10-2025
Nepal,909.32,17-10-2025
Belice,904.45,17-10-2025
Dominica,901.37,17-10-2025
Bangladesh,894.06,17-10-2025
Samoa Estadounidense,883.17,17-10-2025
Brunéi Darussalam,881.74,17-10-2025
Mongolia,879.75,17-10-2025
Islas Cook,877.53,17-10-2025
Laos,877.05,17-10-2025
Bután,876.56,17-10-2025
Samoa,876.41,17-10-2025
Santo Tomé y Príncipe,871.63,17-10-2025
Macao,865.29,17-10-2025
Sri Lanka,862.17,17-10-2025
Aruba,861.16,17-10-2025
Islas Caimán,853.37,17-10-2025
Yibuti,847.89,17-10-2025
Timor Oriental,840.27,17-10-2025
Pakistán,837.09,17-10-2025
Tonga,835.64,17-10-2025
Gibraltar,823.32,17-10-2025
Guam,823.08,17-10-2025
Somalia,818.59,17-10-2025
Bahamas,807.36,17-10-2025
Seychelles,805.33,17-10-2025
Turcas y Caicos,803.98,17-10-2025
Liechtenstein,801.99,17-10-2025
Islas Vírgenes Estadounidenses,779.71,17-10-2025
Islas Vírgenes Británicas,765.41,17-10-2025
Anguila,758.52,17-10-2025
San Marino,727.95,17-10-2025
España,1875.37,18-09-2025
Francia,1870.92,18-09-2025
Argentina,1870.32,18-09-2025
Inglaterra,1820.44,18-09-2025
Portugal,1779.55,18-09-2025
Brasil,1761.6,18-09-2025
Países Bajos,1754.17,18-09-2025
Bélgica,1739.54,18-09-2025
Croacia,1714.2,18-09-2025
Italia,1710.06,18-09-2025
Marruecos,1706.27,18-09-2025
Alemania,1704.27,18-09-2025
Colombia,1692.1,18-09-2025
México,1688.38,18-09-2025
Uruguay,1673.65,18-09-2025
EEUU,1670.04,18-09-2025
Suiza,1648.3,18-09-2025
Senegal,1645.23,18-09-2025
Japón,1640.47,18-09-2025
Dinamarca,1627.64,18-09-2025
RI de Irán,1622.61,18-09-2025
Austria,1601.86,18-09-2025
República de Corea,1593.19,18-09-2025
Ecuador,1588.04,18-09-2025
Australia,1583.49,18-09-2025
Canadá,1558.04,18-09-2025
Turquía,1555.72,18-09-2025
Ucrania,1543.06,18-09-2025
Panamá,1529.71,18-09-2025
Gales,1529.09,18-09-2025
Noruega,1526.23,18-09-2025
Suecia,1524.62,18-09-2025
Rusia,1521.74,18-09-2025
Serbia,1520.9,18-09-2025
Egipto,1519.18,18-09-2025
Polonia,1517.3,18-09-2025
Paraguay,1501.01,18-09-2025
Argelia,1500.74,18-09-2025
República Checa,1500.29,18-09-2025
Grecia,1494.72,18-09-2025
Hungría,1492.18,18-09-2025
Eslovaquia,1491.87,18-09-2025
Escocia,1485.08,18-09-2025
Costa de Marfil,1483.9,18-09-2025
Nigeria,1483.86,18-09-2025
Túnez,1483.02,18-09-2025
Costa Rica,1481.13,18-09-2025
Perú,1469.31,18-09-2025
Venezuela,1465.02,18-09-2025
Eslovenia,1462.96,18-09-2025
Rumanía,1462.85,18-09-2025
Camerún,1455.42,18-09-2025
Qatar,1453.65,18-09-2025
Uzbekistán,1453.31,18-09-2025
Sudáfrica,1448.67,18-09-2025
Mali,1445.83,18-09-2025
Chile,1441.66,18-09-2025
Irak,1422.2,18-09-2025
Arabia Saudí,1420.65,18-09-2025
RD del Congo,1407.6,18-09-2025
República de Irlanda,1397.52,18-09-2025
Jordania,1391.33,18-09-2025
Macedonia del Norte,1388.5,18-09-2025
Burkina Faso,1385.37,18-09-2025
Honduras,1383.98,18-09-2025
Albania,1380.66,18-09-2025
Emiratos Árabes Unidos,1379.86,18-09-2025
Georgia,1377.32,18-09-2025
Jamaica,1377.22,18-09-2025
Cabo Verde,1363.21,18-09-2025
Finlandia,1358.72,18-09-2025
Irlanda del Norte,1355.98,18-09-2025
Bosnia y Herzegovina,1344.25,18-09-2025
Islandia,1343.09,18-09-2025
Ghana,1340.84,18-09-2025
Israel,1337.4,18-09-2025
Bolivia,1332.24,18-09-2025
Omán,1320.34,18-09-2025
Gabón,1314.06,18-09-2025
Montenegro,1314.05,18-09-2025
Guinea,1299.49,18-09-2025
Uganda,1287.61,18-09-2025
Nueva Zelanda,1283.94,18-09-2025
Curazao,1282.42,18-09-2025
Zambia,1273.0,18-09-2025
Bulgaria,1271.52,18-09-2025
Haití,1269.24,18-09-2025
Baréin,1268.73,18-09-2025
Angola,1268.72,18-09-2025
El Salvador,1267.75,18-09-2025
Kosovo,1262.1,18-09-2025
Siria,1259.32,18-09-2025
Benín,1257.3,18-09-2025
RP China,1249.06,18-09-2025
Guinea Ecuatorial,1248.68,18-09-2025
Luxemburgo,1242.61,18-09-2025
Mozambique,1234.04,18-09-2025
Guatemala,1230.73,18-09-2025
Palestina,1230.55,18-09-2025
Bielorrusia,1223.54,18-09-2025
Tailandia,1222.2,18-09-2025
Trinidad y Tobago,1220.99,18-09-2025
Armenia,1219.55,18-09-2025
Tayikistán,1206.15,18-09-2025
Comoras,1201.83,18-09-2025
República Kirguisa,1201.22,18-09-2025
Tanzania,1199.45,18-09-2025
Madagascar,1187.59,18-09-2025
Namibia,1183.8,18-09-2025
Mauritania,1183.28,18-09-2025
Kenia,1181.64,18-09-2025
Libia,1179.57,18-09-2025
Líbano,1172.3,18-09-2025
Vietnam,1169.92,18-09-2025
Gambia,1165.93,18-09-2025
Sudán,1163.56,18-09-2025
Níger,1160.33,18-09-2025
Kazajstán,1158.06,18-09-2025
Indonesia,1157.94,18-09-2025
Togo,1151.08,18-09-2025
RDP de Corea,1151.05,18-09-2025
Sierra Leona,1150.1,18-09-2025
Malasia,1148.23,18-09-2025
Azerbaiyán,1148.09,18-09-2025
Zimbabue,1133.75,18-09-2025
Malaui,1133.6,18-09-2025
Ruanda,1133.5,18-09-2025
Chipre,1128.1,18-09-2025
Estonia,1127.2,18-09-2025
Guinea-Bissáu,1126.81,18-09-2025
Surinam,1125.21,18-09-2025
Nicaragua,1120.78,18-09-2025
Congo,1119.77,18-09-2025
India,1113.8,18-09-2025
Kuwait,1100.38,18-09-2025
Islas Feroe,1094.46,18-09-2025
Letonia,1088.8,18-09-2025
Turkmenistán,1087.96,18-09-2025
Botsuana,1087.27,18-09-2025
República Centroafricana,1081.36,18-09-2025
Burundi,1077.05,18-09-2025
República Dominicana,1074.46,18-09-2025
Filipinas,1066.35,18-09-2025
Liberia,1065.62,18-09-2025
Lituania,1065.34,18-09-2025
"Hong Kong, China",1047.36,18-09-2025
Etiopía,1046.41,18-09-2025
Islas Salomón,1045.58,18-09-2025
San Cristóbal y Nieves,1041.53,18-09-2025
Nueva Caledonia,1039.55,18-09-2025
Guyana,1037.34,18-09-2025
Fiyi,1035.11,18-09-2025
Lesoto,1034.1,18-09-2025
Yemen,1021.25,18-09-2025
Puerto Rico,1020.44,18-09-2025
Moldavia,1019.2,18-09-2025
Tahití,1019.04,18-09-2025
Singapur,1013.34,18-09-2025
Esuatini,1010.06,18-09-2025
Myanmar,1004.15,18-09-2025
Afganistán,998.88,18-09-2025
Antigua y Barbuda,992.38,18-09-2025
Vanuatu,991.59,18-09-2025
Santa Lucía,990.69,18-09-2025
Bermudas,988.72,18-09-2025
Malta,982.43,18-09-2025
Cuba,980.33,18-09-2025
Granada,978.4,18-09-2025
Sudán del Sur,976.56,18-09-2025
Papúa Nueva Guinea,969.17,18-09-2025
Maldivas,968.59,18-09-2025
San Vicente y las Granadinas,962.43,18-09-2025
Chinese Taipei,960.81,18-09-2025
Andorra,954.68,18-09-2025
Chad,925.82,18-09-2025
Nepal,923.02,18-09-2025
Barbados,919.97,18-09-2025
Montserrat,916.75,18-09-2025
Mauricio,912.24,18-09-2025
Camboya,910.21,18-09-2025
Belice,904.45,18-09-2025
Dominica,901.37,18-09-2025
Brunéi Darussalam,900.62,18-09-2025
Bangladesh,899.24,18-09-2025
Laos,890.35,18-09-2025
Bután,888.94,18-09-2025
Samoa Estadounidense,883.17,18-09-2025
Mongolia,879.75,18-09-2025
Islas Cook,877.53,18-09-2025
Samoa,876.41,18-09-2025
Macao,865.29,18-09-2025
Aruba,861.16,18-09-2025
Yibuti,855.91,18-09-2025
Timor Oriental,855.36,18-09-2025
Santo Tomé y Príncipe,854.76,18-09-2025
Islas Caimán,853.37,18-09-2025
Sri Lanka,852.3,18-09-2025
Tonga,835.64,18-09-2025
Pakistán,829.41,18-09-2025
Gibraltar,827.19,18-09-2025
Somalia,824.76,18-09-2025
Guam,823.08,18-09-2025
Seychelles,812.32,18-09-2025
Liechtenstein,808.48,18-09-2025
Bahamas,807.36,18-09-2025
Turcas y Caicos,803.98,18-09-2025
Islas Vírgenes Estadounidenses,779.71,18-09-2025
Islas Vírgenes Británicas,768.5,18-09-2025
Anguila,758.52,18-09-2025
San Marino,733.23,18-09-2025
Argentina,1885.36,10-07-2025
España,1867.09,10-07-2025
Francia,1862.03,10-07-2025
Inglaterra,1813.32,10-07-2025
Brasil,1777.69,10-07-2025
Portugal,1770.53,10-07-2025
Países Bajos,1758.18,10-07-2025
Bélgica,1736.38,10-07-2025
Alemania,1716.98,10-07-2025
Croacia,1707.51,10-07-2025
Italia,1702.58,10-07-2025
Marruecos,1698.72,10-07-2025
México,1689.73,10-07-2025
Colombia,1679.46,10-07-2025
EEUU,1671.04,10-07-2025
Uruguay,1670.76,10-07-2025
Japón,1641.23,10-07-2025
Senegal,1635.1,10-07-2025
Suiza,1635.08,10-07-2025
RI de Irán,1624.3,10-07-2025
Dinamarca,1621.24,10-07-2025
Austria,1591.24,10-07-2025
República de Corea,1587.08,10-07-2025
Australia,1578.57,10-07-2025
Ecuador,1570.68,10-07-2025
Ucrania,1557.21,10-07-2025
Turquía,1553.19,10-07-2025
Canadá,1548.94,10-07-2025
Suecia,1545.43,10-07-2025
Panamá,1545.08,10-07-2025
Gales,1528.93,10-07-2025
Serbia,1523.03,10-07-2025
Noruega,1519.42,10-07-2025
Egipto,1518.79,10-07-2025
Rusia,1518.54,10-07-2025
Argelia,1503.8,10-07-2025
Polonia,1502.4,10-07-2025
Hungría,1500.74,10-07-2025
Grecia,1497.82,10-07-2025
Costa Rica,1493.85,10-07-2025
República Checa,1492.4,10-07-2025
Perú,1489.97,10-07-2025
Paraguay,1486.69,10-07-2025
Nigeria,1484.26,10-07-2025
Costa de Marfil,1483.45,10-07-2025
Venezuela,1477.02,10-07-2025
Escocia,1474.68,10-07-2025
Rumanía,1474.46,10-07-2025
Túnez,1471.1,10-07-2025
Eslovenia,1469.76,10-07-2025
Camerún,1466.97,10-07-2025
Eslovaquia,1466.56,10-07-2025
Qatar,1459.85,10-07-2025
Mali,1454.72,10-07-2025
Uzbekistán,1449.12,10-07-2025
Sudáfrica,1443.31,10-07-2025
Chile,1441.62,10-07-2025
Irak,1417.04,10-07-2025
Arabia Saudí,1415.11,10-07-2025
República de Irlanda,1412.76,10-07-2025
RD del Congo,1412.1,10-07-2025
Macedonia del Norte,1390.79,10-07-2025
Burkina Faso,1388.03,10-07-2025
Jordania,1387.79,10-07-2025
Emiratos Árabes Unidos,1379.86,10-07-2025
Honduras,1379.84,10-07-2025
Georgia,1375.23,10-07-2025
Albania,1373.15,10-07-2025
Finlandia,1371.55,10-07-2025
Jamaica,1362.97,10-07-2025
Irlanda del Norte,1351.01,10-07-2025
Bosnia y Herzegovina,1349.11,10-07-2025
Cabo Verde,1343.68,10-07-2025
Islandia,1337.92,10-07-2025
Israel,1336.52,10-07-2025
Ghana,1333.33,10-07-2025
Montenegro,1327.28,10-07-2025
Bolivia,1315.71,10-07-2025
Omán,1314.41,10-07-2025
Gabón,1306.6,10-07-2025
Guinea,1292.63,10-07-2025
Nueva Zelanda,1288.86,10-07-2025
Zambia,1285.32,10-07-2025
Bulgaria,1284.42,10-07-2025
Angola,1279.55,10-07-2025
Curazao,1277.22,10-07-2025
El Salvador,1272.7,10-07-2025
Uganda,1269.37,10-07-2025
Baréin,1266.96,10-07-2025
Haití,1261.42,10-07-2025
Siria,1260.82,10-07-2025
Luxemburgo,1260.17,10-07-2025
Guinea Ecuatorial,1251.59,10-07-2025
RP China,1249.46,10-07-2025
Kosovo,1247.71,10-07-2025
Benín,1238.97,10-07-2025
Bielorrusia,1237.24,10-07-2025
Palestina,1236.44,10-07-2025
Mozambique,1236.18,10-07-2025
Guatemala,1235.63,10-07-2025
Trinidad y Tobago,1229.11,10-07-2025
Tailandia,1222.07,10-07-2025
Tanzania,1209.23,10-07-2025
República Kirguisa,1208.57,10-07-2025
Armenia,1204.78,10-07-2025
Tayikistán,1202.54,10-07-2025
Comoras,1198.51,10-07-2025
Namibia,1192.29,10-07-2025
Kenia,1179.06,10-07-2025
Sudán,1173.59,10-07-2025
Mauritania,1173.04,10-07-2025
Líbano,1172.44,10-07-2025
Vietnam,1169.92,10-07-2025
Kazajstán,1165.49,10-07-2025
Madagascar,1162.86,10-07-2025
Zimbabue,1157.45,10-07-2025
Libia,1155.19,10-07-2025
Indonesia,1154.55,10-07-2025
RDP de Corea,1151.05,10-07-2025
Togo,1149.49,10-07-2025
Níger,1148.22,10-07-2025
Azerbaiyán,1148.0,10-07-2025
Gambia,1141.36,10-07-2025
Sierra Leona,1140.06,10-07-2025
Malasia,1138.48,10-07-2025
Estonia,1131.33,10-07-2025
Ruanda,1125.47,10-07-2025
Chipre,1124.36,10-07-2025
Malaui,1121.1,10-07-2025
Nicaragua,1120.02,10-07-2025
Guinea-Bissáu,1119.54,10-07-2025
Congo,1116.26,10-07-2025
India,1113.22,10-07-2025
República Centroafricana,1107.54,10-07-2025
Botsuana,1101.2,10-07-2025
Surinam,1099.98,10-07-2025
Letonia,1099.29,10-07-2025
Kuwait,1098.87,10-07-2025
Burundi,1092.51,10-07-2025
Turkmenistán,1092.4,10-07-2025
Islas Feroe,1089.74,10-07-2025
República Dominicana,1076.77,10-07-2025
Lituania,1069.2,10-07-2025
Liberia,1068.31,10-07-2025
Filipinas,1066.35,10-07-2025
Etiopía,1060.62,10-07-2025
"Hong Kong, China",1046.91,10-07-2025
Lesoto,1046.35,10-07-2025
Islas Salomón,1045.58,10-07-2025
Fiyi,1043.44,10-07-2025
San Cristóbal y Nieves,1041.53,10-07-2025
Nueva Caledonia,1039.55,10-07-2025
Guyana,1037.34,10-07-2025
Moldavia,1028.26,10-07-2025
Esuatini,1022.87,10-07-2025
Yemen,1021.25,10-07-2025
Puerto Rico,1020.44,10-07-2025
Tahití,1019.04,10-07-2025
Singapur,1017.29,10-07-2025
Myanmar,1004.06,10-07-2025
Afganistán,1001.37,10-07-2025
Bermudas,1000.04,10-07-2025
Antigua y Barbuda,992.38,10-07-2025
Vanuatu,991.59,10-07-2025
Santa Lucía,990.69,10-07-2025
Cuba,980.33,10-07-2025
Granada,978.4,10-07-2025
Malta,977.43,10-07-2025
Sudán del Sur,975.6,10-07-2025
Papúa Nueva Guinea,969.17,10-07-2025
Maldivas,965.75,10-07-2025
Chinese Taipei,964.06,10-07-2025
San Vicente y las Granadinas,962.43,10-07-2025
Andorra,953.95,10-07-2025
Chad,924.6,10-07-2025
Nepal,923.25,10-07-2025
Mauricio,921.61,10-07-2025
Barbados,919.97,10-07-2025
Montserrat,916.75,10-07-2025
Camboya,910.21,10-07-2025
Belice,904.45,10-07-2025
Dominica,901.37,10-07-2025
Brunéi Darussalam,900.62,10-07-2025
Bangladesh,899.01,10-07-2025
Laos,890.35,10-07-2025
Bután,888.94,10-07-2025
Samoa Estadounidense,883.17,10-07-2025
Mongolia,879.75,10-07-2025
Islas Cook,877.53,10-07-2025
Samoa,876.41,10-07-2025
Yibuti,865.75,10-07-2025
Macao,865.29,10-07-2025
Santo Tomé y Príncipe,865.08,10-07-2025
Aruba,861.16,10-07-2025
Timor Oriental,855.36,10-07-2025
Sri Lanka,855.13,10-07-2025
Islas Caimán,853.37,10-07-2025
Tonga,835.64,10-07-2025
Gibraltar,835.18,10-07-2025
Somalia,832.13,10-07-2025
Pakistán,829.41,10-07-2025
Guam,823.08,10-07-2025
Seychelles,820.71,10-07-2025
Liechtenstein,811.66,10-07-2025
Bahamas,807.36,10-07-2025
Turcas y Caicos,803.98,10-07-2025
Islas Vírgenes Estadounidenses,779.71,10-07-2025
Islas Vírgenes Británicas,768.5,10-07-2025
Anguila,758.52,10-07-2025
San Marino,738.24,10-07-2025
Argentina,1886.16,03-04-2025
España,1854.64,03-04-2025
Francia,1852.71,03-04-2025
Inglaterra,1819.2,03-04-2025
Brasil,1776.03,03-04-2025
Países Bajos,1752.44,03-04-2025
Portugal,1750.08,03-04-2025
Bélgica,1735.75,03-04-2025
Italia,1718.31,03-04-2025
Alemania,1716.98,03-04-2025
Croacia,1698.66,03-04-2025
Marruecos,1694.24,03-04-2025
Uruguay,1679.49,03-04-2025
Colombia,1679.04,03-04-2025
Japón,1652.64,03-04-2025
EEUU,1648.81,03-04-2025
México,1646.94,03-04-2025
RI de Irán,1637.39,03-04-2025
Senegal,1630.32,03-04-2025
Suiza,1624.75,03-04-2025
Dinamarca,1617.54,03-04-2025
Austria,1580.22,03-04-2025
República de Corea,1574.93,03-04-2025
Ecuador,1567.95,03-04-2025
Ucrania,1559.81,03-04-2025
Australia,1554.55,03-04-2025
Turquía,1551.47,03-04-2025
Suecia,1536.05,03-04-2025
Gales,1535.57,03-04-2025
Canadá,1531.58,03-04-2025
Serbia,1523.91,03-04-2025
Egipto,1518.79,03-04-2025
Panamá,1517.66,03-04-2025
Polonia,1517.35,03-04-2025
Rusia,1516.27,03-04-2025
Argelia,1507.17,03-04-2025
Hungría,1503.34,03-04-2025
Noruega,1497.18,03-04-2025
República Checa,1491.43,03-04-2025
Grecia,1489.82,03-04-2025
Costa de Marfil,1487.27,03-04-2025
Perú,1483.48,03-04-2025
Nigeria,1481.35,03-04-2025
Escocia,1480.3,03-04-2025
Rumanía,1479.22,03-04-2025
Eslovaquia,1477.78,03-04-2025
Venezuela,1476.84,03-04-2025
Paraguay,1475.93,03-04-2025
Túnez,1474.1,03-04-2025
Camerún,1465.72,03-04-2025
Eslovenia,1462.66,03-04-2025
Chile,1461.91,03-04-2025
Mali,1460.23,03-04-2025
Costa Rica,1459.13,03-04-2025
Qatar,1456.58,03-04-2025
Sudáfrica,1445.01,03-04-2025
Uzbekistán,1437.02,03-04-2025
Arabia Saudí,1418.96,03-04-2025
Irak,1413.4,03-04-2025
República de Irlanda,1412.23,03-04-2025
RD del Congo,1406.59,03-04-2025
Jordania,1389.15,03-04-2025
Jamaica,1386.65,03-04-2025
Burkina Faso,1385.06,03-04-2025
Emiratos Árabes Unidos,1382.7,03-04-2025
Albania,1375.95,03-04-2025
Macedonia del Norte,1375.58,03-04-2025
Georgia,1373.05,03-04-2025
Finlandia,1359.79,03-04-2025
Bosnia y Herzegovina,1350.85,03-04-2025
Irlanda del Norte,1348.67,03-04-2025
Cabo Verde,1344.37,03-04-2025
Montenegro,1337.36,03-04-2025
Islandia,1336.55,03-04-2025
Honduras,1333.51,03-04-2025
Ghana,1333.13,03-04-2025
Omán,1323.91,03-04-2025
Israel,1321.78,03-04-2025
Gabón,1309.82,03-04-2025
Bolivia,1308.12,03-04-2025
El Salvador,1300.81,03-04-2025
Guinea,1292.63,03-04-2025
Haití,1291.53,03-04-2025
Baréin,1290.0,03-04-2025
Bulgaria,1289.03,03-04-2025
Nueva Zelanda,1284.68,03-04-2025
Angola,1279.55,03-04-2025
Zambia,1276.34,03-04-2025
Uganda,1273.83,03-04-2025
Curazao,1264.78,03-04-2025
Luxemburgo,1261.88,03-04-2025
Guinea Ecuatorial,1255.75,03-04-2025
Siria,1253.81,03-04-2025
RP China,1250.95,03-04-2025
Benín,1240.45,03-04-2025
Mozambique,1239.34,03-04-2025
Kosovo,1238.38,03-04-2025
Bielorrusia,1235.36,03-04-2025
Tailandia,1234.31,03-04-2025
Trinidad y Tobago,1229.52,03-04-2025
Palestina,1224.65,03-04-2025
Armenia,1208.31,03-04-2025
República Kirguisa,1205.68,03-04-2025
Tayikistán,1203.42,03-04-2025
Comoras,1203.13,03-04-2025
Guatemala,1197.12,03-04-2025
Tanzania,1196.04,03-04-2025
Namibia,1192.29,03-04-2025
Vietnam,1183.83,03-04-2025
Mauritania,1179.56,03-04-2025
Kenia,1178.53,03-04-2025
Líbano,1177.94,03-04-2025
Kazajstán,1177.66,03-04-2025
Sudán,1173.59,03-04-2025
Madagascar,1162.86,03-04-2025
Zimbabue,1160.51,03-04-2025
Libia,1155.19,03-04-2025
RDP de Corea,1153.38,03-04-2025
Azerbaiyán,1150.64,03-04-2025
Togo,1149.49,03-04-2025
Estonia,1144.48,03-04-2025
Níger,1143.24,03-04-2025
Indonesia,1142.92,03-04-2025
Sierra Leona,1140.06,03-04-2025
Congo,1136.31,03-04-2025
Gambia,1133.42,03-04-2025
India,1132.03,03-04-2025
Guinea-Bissáu,1128.27,03-04-2025
Chipre,1128.2,03-04-2025
Ruanda,1127.36,03-04-2025
Malasia,1123.57,03-04-2025
Malaui,1118.35,03-04-2025
Nicaragua,1114.28,03-04-2025
Kuwait,1112.12,03-04-2025
República Centroafricana,1101.8,03-04-2025
Botsuana,1101.2,03-04-2025
Surinam,1096.6,03-04-2025
Letonia,1092.49,03-04-2025
República Dominicana,1087.21,03-04-2025
Burundi,1086.33,03-04-2025
Islas Feroe,1085.12,03-04-2025
Turkmenistán,1076.13,03-04-2025
Lituania,1072.56,03-04-2025
Liberia,1068.31,03-04-2025
San Cristóbal y Nieves,1064.99,03-04-2025
Filipinas,1063.01,03-04-2025
Etiopía,1060.62,03-04-2025
Lesoto,1046.35,03-04-2025
Islas Salomón,1045.58,03-04-2025
Fiyi,1043.44,03-04-2025
Nueva Caledonia,1039.55,03-04-2025
Guyana,1037.91,03-04-2025
"Hong Kong, China",1033.05,03-04-2025
Moldavia,1031.37,03-04-2025
Esuatini,1022.87,03-04-2025
Tahití,1019.04,03-04-2025
Puerto Rico,1018.98,03-04-2025
Yemen,1017.56,03-04-2025
Antigua y Barbuda,1010.97,03-04-2025
Afganistán,1008.39,03-04-2025
Singapur,1002.26,03-04-2025
Myanmar,995.21,03-04-2025
Vanuatu,991.59,03-04-2025
Maldivas,986.42,03-04-2025
Santa Lucía,985.72,03-04-2025
Chinese Taipei,979.85,03-04-2025
Cuba,979.72,03-04-2025
Bermudas,977.53,03-04-2025
Malta,976.35,03-04-2025
Sudán del Sur,975.6,03-04-2025
Papúa Nueva Guinea,969.17,03-04-2025
San Vicente y las Granadinas,966.11,03-04-2025
Andorra,957.41,03-04-2025
Granada,954.39,03-04-2025
Nepal,936.29,03-04-2025
Barbados,933.3,03-04-2025
Chad,925.12,03-04-2025
Mauricio,921.61,03-04-2025
Belice,919.26,03-04-2025
Montserrat,914.26,03-04-2025
Camboya,912.67,03-04-2025
Bután,906.8,03-04-2025
Bangladesh,904.16,03-04-2025
Dominica,900.0,03-04-2025
Brunéi Darussalam,893.35,03-04-2025
Samoa Estadounidense,883.17,03-04-2025
Mongolia,879.75,03-04-2025
Islas Cook,877.53,03-04-2025
Samoa,876.41,03-04-2025
Laos,876.4,03-04-2025
Islas Caimán,866.71,03-04-2025
Yibuti,865.75,03-04-2025
Macao,865.29,03-04-2025
Santo Tomé y Príncipe,865.08,03-04-2025
Aruba,863.58,03-04-2025
Gibraltar,843.19,03-04-2025
Timor Oriental,839.53,03-04-2025
Pakistán,838.25,03-04-2025
Tonga,835.64,03-04-2025
Sri Lanka,833.77,03-04-2025
Somalia,832.13,03-04-2025
Guam,823.08,03-04-2025
Seychelles,820.71,03-04-2025
Bahamas,818.58,03-04-2025
Liechtenstein,813.86,03-04-2025
Turcas y Caicos,803.98,03-04-2025
Islas Vírgenes Británicas,780.3,03-04-2025
Islas Vírgenes Estadounidenses,779.71,03-04-2025
Anguila,769.31,03-04-2025
San Marino,741.36,03-04-2025
Argentina,1867.25,19-12-2024
Francia,1859.78,19-12-2024
España,1853.27,19-12-2024
Inglaterra,1813.81,19-12-2024
Brasil,1775.85,19-12-2024
Portugal,1756.12,19-12-2024
Países Bajos,1747.55,19-12-2024
Bélgica,1740.62,19-12-2024
Italia,1731.51,19-12-2024
Alemania,1703.79,19-12-2024
Uruguay,1695.91,19-12-2024
Colombia,1694.44,19-12-2024
Croacia,1691.59,19-12-2024
Marruecos,1688.18,19-12-2024
Japón,1652.79,19-12-2024
EEUU,1645.48,19-12-2024
Senegal,1637.25,19-12-2024
RI de Irán,1635.31,19-12-2024
México,1627.4,19-12-2024
Suiza,1625.16,19-12-2024
Dinamarca,1611.49,19-12-2024
Austria,1589.84,19-12-2024
República de Corea,1585.45,19-12-2024
Ecuador,1560.13,19-12-2024
Ucrania,1554.94,19-12-2024
Australia,1544.15,19-12-2024
Suecia,1540.2,19-12-2024
Turquía,1537.24,19-12-2024
Gales,1534.39,19-12-2024
Hungría,1517.57,19-12-2024
Canadá,1515.96,19-12-2024
Serbia,1514.28,19-12-2024
Egipto,1513.48,19-12-2024
Rusia,1512.32,19-12-2024
Polonia,1510.62,19-12-2024
Panamá,1504.39,19-12-2024
Argelia,1495.85,19-12-2024
Rumanía,1494.2,19-12-2024
Grecia,1489.88,19-12-2024
Perú,1488.42,19-12-2024
Eslovaquia,1486.19,19-12-2024
República Checa,1484.88,19-12-2024
Noruega,1484.44,19-12-2024
Nigeria,1482.23,19-12-2024
Escocia,1480.24,19-12-2024
Costa de Marfil,1478.47,19-12-2024
Venezuela,1475.71,19-12-2024
Qatar,1474.6,19-12-2024
Camerún,1471.49,19-12-2024
Chile,1469.44,19-12-2024
Mali,1466.1,19-12-2024
Túnez,1464.42,19-12-2024
Paraguay,1458.26,19-12-2024
Costa Rica,1454.99,19-12-2024
Eslovenia,1454.25,19-12-2024
Irak,1442.86,19-12-2024
Sudáfrica,1428.87,19-12-2024
Uzbekistán,1424.93,19-12-2024
Arabia Saudí,1406.56,19-12-2024
República de Irlanda,1400.22,19-12-2024
RD del Congo,1395.77,19-12-2024
Jamaica,1390.85,19-12-2024
Emiratos Árabes Unidos,1385.57,19-12-2024
Jordania,1375.91,19-12-2024
Albania,1375.57,19-12-2024
Burkina Faso,1373.76,19-12-2024
Macedonia del Norte,1368.96,19-12-2024
Georgia,1362.21,19-12-2024
Finlandia,1361.53,19-12-2024
Islandia,1355.1,19-12-2024
Irlanda del Norte,1349.58,19-12-2024
Cabo Verde,1328.51,19-12-2024
Montenegro,1326.76,19-12-2024
Bosnia y Herzegovina,1326.69,19-12-2024
Honduras,1325.93,19-12-2024
Israel,1322.25,19-12-2024
Ghana,1320.52,19-12-2024
Guinea,1311.88,19-12-2024
Bolivia,1308.58,19-12-2024
Omán,1306.67,19-12-2024
Baréin,1305.52,19-12-2024
Bulgaria,1301.04,19-12-2024
El Salvador,1300.81,19-12-2024
